tenor,maturityDate,value,valuationDate,currency,instrument,settlementDate,period,startDate,convexityAdjustment
7Y,,0.2925,2024-10-07,TRY,OIS,2D,1D,,
6M,,0.4865,2024-10-07,TRY,OIS,2D,1D,,
6Y,,0.299,2024-10-07,TRY,OIS,2D,1D,,
10Y,,0.2789999999999999,2024-10-07,TRY,OIS,2D,1D,,
2W,,0.507,2024-10-07,TRY,OIS,2D,1D,,
1Y,,0.425,2024-10-07,TRY,OIS,2D,1D,,
3Y,,0.3375,2024-10-07,TRY,OIS,2D,1D,,
18M,,0.389,2024-10-07,TRY,OIS,2D,1D,,
2Y,,0.3675,2024-10-07,TRY,OIS,2D,1D,,
2M,,0.515,2024-10-07,TRY,OIS,2D,1D,,
5Y,,0.30795,2024-10-07,TRY,OIS,2D,1D,,
9Y,,0.282,2024-10-07,TRY,OIS,2D,1D,,
8Y,,0.287,2024-10-07,TRY,OIS,2D,1D,,
4Y,,0.321,2024-10-07,TRY,OIS,2D,1D,,
3M,,0.498138,2024-10-07,TRY,DEPO,2D,1D,,
2D,,0.498138,2024-10-07,TRY,DEPO,2D,1D,,
7Y,,0.2875,2024-04-15,TRY,OIS,2D,1D,,
6M,,0.5475,2024-04-15,TRY,OIS,2D,1D,,
6Y,,0.298,2024-04-15,TRY,OIS,2D,1D,,
10Y,,0.267,2024-04-15,TRY,OIS,2D,1D,,
2W,,0.502,2024-04-15,TRY,OIS,2D,1D,,
1Y,,0.501,2024-04-15,TRY,OIS,2D,1D,,
3Y,,0.364,2024-04-15,TRY,OIS,2D,1D,,
18M,,0.4504999999999999,2024-04-15,TRY,OIS,2D,1D,,
2Y,,0.4095,2024-04-15,TRY,OIS,2D,1D,,
2M,,0.5345,2024-04-15,TRY,OIS,2D,1D,,
5Y,,0.3125,2024-04-15,TRY,OIS,2D,1D,,
9Y,,0.272,2024-04-15,TRY,OIS,2D,1D,,
8Y,,0.2789999999999999,2024-04-15,TRY,OIS,2D,1D,,
4Y,,0.3339999999999999,2024-04-15,TRY,OIS,2D,1D,,
3M,,0.529671,2024-04-15,TRY,DEPO,2D,1D,,
2D,,0.529671,2024-04-15,TRY,DEPO,2D,1D,,
7Y,,0.273,2025-02-25,TRY,OIS,2D,1D,,
7Y,,0.2744999999999999,2025-02-24,TRY,OIS,2D,1D,,
7Y,,0.2764999999999999,2025-02-21,TRY,OIS,2D,1D,,
7Y,,0.2766,2025-02-20,TRY,OIS,2D,1D,,
7Y,,0.27545,2025-02-19,TRY,OIS,2D,1D,,
7Y,,0.275,2025-02-18,TRY,OIS,2D,1D,,
7Y,,0.2724,2025-02-17,TRY,OIS,2D,1D,,
7Y,,0.2724,2025-02-14,TRY,OIS,2D,1D,,
7Y,,0.2714999999999999,2025-02-13,TRY,OIS,2D,1D,,
7Y,,0.2714999999999999,2025-02-12,TRY,OIS,2D,1D,,
7Y,,0.2714999999999999,2025-02-11,TRY,OIS,2D,1D,,
7Y,,0.2711,2025-02-10,TRY,OIS,2D,1D,,
7Y,,0.2711,2025-02-07,TRY,OIS,2D,1D,,
7Y,,0.2721,2025-02-06,TRY,OIS,2D,1D,,
7Y,,0.271,2025-02-05,TRY,OIS,2D,1D,,
7Y,,0.2721,2025-02-04,TRY,OIS,2D,1D,,
7Y,,0.272,2025-02-03,TRY,OIS,2D,1D,,
7Y,,0.2739,2025-01-31,TRY,OIS,2D,1D,,
7Y,,0.276,2025-01-30,TRY,OIS,2D,1D,,
7Y,,0.2769999999999999,2025-01-29,TRY,OIS,2D,1D,,
7Y,,0.2769999999999999,2025-01-28,TRY,OIS,2D,1D,,
7Y,,0.278,2025-01-27,TRY,OIS,2D,1D,,
7Y,,0.2785,2025-01-24,TRY,OIS,2D,1D,,
7Y,,0.2794999999999999,2025-01-23,TRY,OIS,2D,1D,,
7Y,,0.2804,2025-01-22,TRY,OIS,2D,1D,,
7Y,,0.2799,2025-01-21,TRY,OIS,2D,1D,,
7Y,,0.2818,2025-01-17,TRY,OIS,2D,1D,,
7Y,,0.2829,2025-01-16,TRY,OIS,2D,1D,,
7Y,,0.2855,2025-01-15,TRY,OIS,2D,1D,,
7Y,,0.2862,2025-01-14,TRY,OIS,2D,1D,,
7Y,,0.2859,2025-01-10,TRY,OIS,2D,1D,,
7Y,,0.2858,2025-01-09,TRY,OIS,2D,1D,,
7Y,,0.2845,2025-01-08,TRY,OIS,2D,1D,,
7Y,,0.2830999999999999,2025-01-06,TRY,OIS,2D,1D,,
7Y,,0.2825,2025-01-03,TRY,OIS,2D,1D,,
7Y,,0.2864,2025-01-02,TRY,OIS,2D,1D,,
7Y,,0.2876,2024-12-31,TRY,OIS,2D,1D,,
7Y,,0.2871,2024-12-30,TRY,OIS,2D,1D,,
7Y,,0.2864,2024-12-27,TRY,OIS,2D,1D,,
7Y,,0.2905,2024-12-26,TRY,OIS,2D,1D,,
7Y,,0.2964,2024-12-25,TRY,OIS,2D,1D,,
7Y,,0.2964,2024-12-24,TRY,OIS,2D,1D,,
7Y,,0.2983,2024-12-20,TRY,OIS,2D,1D,,
7Y,,0.2983,2024-12-19,TRY,OIS,2D,1D,,
7Y,,0.2989,2024-12-18,TRY,OIS,2D,1D,,
7Y,,0.299,2024-12-17,TRY,OIS,2D,1D,,
7Y,,0.2977499999999999,2024-12-16,TRY,OIS,2D,1D,,
7Y,,0.2975,2024-12-13,TRY,OIS,2D,1D,,
7Y,,0.2979,2024-12-12,TRY,OIS,2D,1D,,
7Y,,0.2982,2024-12-11,TRY,OIS,2D,1D,,
7Y,,0.2984,2024-12-10,TRY,OIS,2D,1D,,
7Y,,0.2985,2024-12-09,TRY,OIS,2D,1D,,
7Y,,0.2958,2024-12-06,TRY,OIS,2D,1D,,
7Y,,0.2949,2024-12-05,TRY,OIS,2D,1D,,
7Y,,0.2938,2024-12-04,TRY,OIS,2D,1D,,
7Y,,0.2903,2024-12-03,TRY,OIS,2D,1D,,
7Y,,0.2905,2024-12-02,TRY,OIS,2D,1D,,
7Y,,0.2905,2024-11-29,TRY,OIS,2D,1D,,
7Y,,0.2904,2024-11-28,TRY,OIS,2D,1D,,
7Y,,0.291,2024-11-27,TRY,OIS,2D,1D,,
7Y,,0.2914,2024-11-26,TRY,OIS,2D,1D,,
7Y,,0.2917,2024-11-22,TRY,OIS,2D,1D,,
7Y,,0.2923,2024-11-21,TRY,OIS,2D,1D,,
7Y,,0.2961,2024-11-20,TRY,OIS,2D,1D,,
7Y,,0.2971999999999999,2024-11-19,TRY,OIS,2D,1D,,
7Y,,0.2982,2024-11-15,TRY,OIS,2D,1D,,
7Y,,0.2982,2024-11-14,TRY,OIS,2D,1D,,
7Y,,0.2985,2024-11-13,TRY,OIS,2D,1D,,
7Y,,0.2985,2024-11-12,TRY,OIS,2D,1D,,
7Y,,0.2992,2024-11-08,TRY,OIS,2D,1D,,
7Y,,0.301,2024-11-07,TRY,OIS,2D,1D,,
7Y,,0.301,2024-11-06,TRY,OIS,2D,1D,,
7Y,,0.301,2024-11-05,TRY,OIS,2D,1D,,
7Y,,0.3018,2024-11-04,TRY,OIS,2D,1D,,
7Y,,0.29975,2024-11-01,TRY,OIS,2D,1D,,
7Y,,0.2995,2024-10-31,TRY,OIS,2D,1D,,
7Y,,0.2955,2024-10-30,TRY,OIS,2D,1D,,
7Y,,0.2932,2024-10-29,TRY,OIS,2D,1D,,
7Y,,0.2932,2024-10-25,TRY,OIS,2D,1D,,
7Y,,0.2932,2024-10-24,TRY,OIS,2D,1D,,
7Y,,0.2932,2024-10-23,TRY,OIS,2D,1D,,
7Y,,0.2932,2024-10-22,TRY,OIS,2D,1D,,
7Y,,0.2932,2024-10-18,TRY,OIS,2D,1D,,
7Y,,0.2937,2024-10-17,TRY,OIS,2D,1D,,
7Y,,0.2930999999999999,2024-10-16,TRY,OIS,2D,1D,,
7Y,,0.2925,2024-10-14,TRY,OIS,2D,1D,,
7Y,,0.2926,2024-10-11,TRY,OIS,2D,1D,,
7Y,,0.2934,2024-10-10,TRY,OIS,2D,1D,,
7Y,,0.2925,2024-10-09,TRY,OIS,2D,1D,,
7Y,,0.2938,2024-10-08,TRY,OIS,2D,1D,,
7Y,,0.2885,2024-10-04,TRY,OIS,2D,1D,,
7Y,,0.2887,2024-10-03,TRY,OIS,2D,1D,,
7Y,,0.2817,2024-10-02,TRY,OIS,2D,1D,,
7Y,,0.2807,2024-10-01,TRY,OIS,2D,1D,,
7Y,,0.2807,2024-09-30,TRY,OIS,2D,1D,,
7Y,,0.2812,2024-09-27,TRY,OIS,2D,1D,,
7Y,,0.2812,2024-09-26,TRY,OIS,2D,1D,,
7Y,,0.2822,2024-09-25,TRY,OIS,2D,1D,,
7Y,,0.2838,2024-09-24,TRY,OIS,2D,1D,,
7Y,,0.2839,2024-09-20,TRY,OIS,2D,1D,,
7Y,,0.2847,2024-09-19,TRY,OIS,2D,1D,,
7Y,,0.2858,2024-09-18,TRY,OIS,2D,1D,,
7Y,,0.284,2024-09-17,TRY,OIS,2D,1D,,
7Y,,0.2852,2024-09-16,TRY,OIS,2D,1D,,
7Y,,0.2845,2024-09-13,TRY,OIS,2D,1D,,
7Y,,0.2852,2024-09-12,TRY,OIS,2D,1D,,
7Y,,0.2862,2024-09-11,TRY,OIS,2D,1D,,
7Y,,0.2858,2024-09-10,TRY,OIS,2D,1D,,
7Y,,0.2827,2024-09-09,TRY,OIS,2D,1D,,
7Y,,0.2833,2024-09-06,TRY,OIS,2D,1D,,
7Y,,0.2828,2024-09-05,TRY,OIS,2D,1D,,
7Y,,0.2828,2024-09-04,TRY,OIS,2D,1D,,
7Y,,0.2825,2024-09-03,TRY,OIS,2D,1D,,
7Y,,0.2825,2024-09-02,TRY,OIS,2D,1D,,
7Y,,0.2828,2024-08-30,TRY,OIS,2D,1D,,
7Y,,0.2828,2024-08-29,TRY,OIS,2D,1D,,
7Y,,0.2828,2024-08-28,TRY,OIS,2D,1D,,
7Y,,0.2828,2024-08-27,TRY,OIS,2D,1D,,
7Y,,0.2828,2024-08-23,TRY,OIS,2D,1D,,
7Y,,0.283,2024-08-22,TRY,OIS,2D,1D,,
7Y,,0.283,2024-08-21,TRY,OIS,2D,1D,,
7Y,,0.285,2024-08-20,TRY,OIS,2D,1D,,
7Y,,0.285,2024-08-19,TRY,OIS,2D,1D,,
7Y,,0.285,2024-08-16,TRY,OIS,2D,1D,,
7Y,,0.2825,2024-08-15,TRY,OIS,2D,1D,,
7Y,,0.2846,2024-08-14,TRY,OIS,2D,1D,,
7Y,,0.2846,2024-08-13,TRY,OIS,2D,1D,,
7Y,,0.2861,2024-08-12,TRY,OIS,2D,1D,,
7Y,,0.2876,2024-08-09,TRY,OIS,2D,1D,,
7Y,,0.2899,2024-08-08,TRY,OIS,2D,1D,,
7Y,,0.2905,2024-08-07,TRY,OIS,2D,1D,,
7Y,,0.2907,2024-08-06,TRY,OIS,2D,1D,,
7Y,,0.292,2024-08-05,TRY,OIS,2D,1D,,
7Y,,0.2916,2024-08-02,TRY,OIS,2D,1D,,
7Y,,0.294,2024-08-01,TRY,OIS,2D,1D,,
7Y,,0.295,2024-07-31,TRY,OIS,2D,1D,,
7Y,,0.2935999999999999,2024-07-30,TRY,OIS,2D,1D,,
7Y,,0.291,2024-07-29,TRY,OIS,2D,1D,,
7Y,,0.291,2024-07-26,TRY,OIS,2D,1D,,
7Y,,0.2891,2024-07-25,TRY,OIS,2D,1D,,
7Y,,0.288,2024-07-24,TRY,OIS,2D,1D,,
7Y,,0.2865,2024-07-23,TRY,OIS,2D,1D,,
7Y,,0.2855999999999999,2024-07-22,TRY,OIS,2D,1D,,
7Y,,0.284,2024-07-19,TRY,OIS,2D,1D,,
7Y,,0.2839,2024-07-18,TRY,OIS,2D,1D,,
7Y,,0.2846,2024-07-17,TRY,OIS,2D,1D,,
7Y,,0.2839,2024-07-16,TRY,OIS,2D,1D,,
7Y,,0.2839,2024-07-12,TRY,OIS,2D,1D,,
7Y,,0.2839,2024-07-11,TRY,OIS,2D,1D,,
7Y,,0.2836,2024-07-10,TRY,OIS,2D,1D,,
7Y,,0.278,2024-07-09,TRY,OIS,2D,1D,,
7Y,,0.2764,2024-07-08,TRY,OIS,2D,1D,,
7Y,,0.2764,2024-07-05,TRY,OIS,2D,1D,,
7Y,,0.2746,2024-07-04,TRY,OIS,2D,1D,,
7Y,,0.2792,2024-07-03,TRY,OIS,2D,1D,,
7Y,,0.2835,2024-07-02,TRY,OIS,2D,1D,,
7Y,,0.2842,2024-07-01,TRY,OIS,2D,1D,,
7Y,,0.2835,2024-06-28,TRY,OIS,2D,1D,,
7Y,,0.283,2024-06-27,TRY,OIS,2D,1D,,
7Y,,0.2835,2024-06-26,TRY,OIS,2D,1D,,
7Y,,0.289,2024-06-25,TRY,OIS,2D,1D,,
7Y,,0.2865,2024-06-24,TRY,OIS,2D,1D,,
7Y,,0.2895,2024-06-21,TRY,OIS,2D,1D,,
7Y,,0.29,2024-06-20,TRY,OIS,2D,1D,,
7Y,,0.2895,2024-06-19,TRY,OIS,2D,1D,,
7Y,,0.2895,2024-06-18,TRY,OIS,2D,1D,,
7Y,,0.2895,2024-06-14,TRY,OIS,2D,1D,,
7Y,,0.2905,2024-06-13,TRY,OIS,2D,1D,,
7Y,,0.2895,2024-06-12,TRY,OIS,2D,1D,,
7Y,,0.2867,2024-06-11,TRY,OIS,2D,1D,,
7Y,,0.2842,2024-06-10,TRY,OIS,2D,1D,,
7Y,,0.2801,2024-06-07,TRY,OIS,2D,1D,,
7Y,,0.2801,2024-06-06,TRY,OIS,2D,1D,,
7Y,,0.2801,2024-06-05,TRY,OIS,2D,1D,,
7Y,,0.2782,2024-06-04,TRY,OIS,2D,1D,,
7Y,,0.2755,2024-06-03,TRY,OIS,2D,1D,,
7Y,,0.2764999999999999,2024-05-31,TRY,OIS,2D,1D,,
7Y,,0.2776,2024-05-30,TRY,OIS,2D,1D,,
7Y,,0.2786,2024-05-29,TRY,OIS,2D,1D,,
7Y,,0.2812,2024-05-28,TRY,OIS,2D,1D,,
7Y,,0.2824,2024-05-24,TRY,OIS,2D,1D,,
7Y,,0.281,2024-05-23,TRY,OIS,2D,1D,,
7Y,,0.278,2024-05-22,TRY,OIS,2D,1D,,
7Y,,0.2755,2024-05-21,TRY,OIS,2D,1D,,
7Y,,0.2756,2024-05-20,TRY,OIS,2D,1D,,
7Y,,0.2769,2024-05-17,TRY,OIS,2D,1D,,
7Y,,0.2776,2024-05-16,TRY,OIS,2D,1D,,
7Y,,0.2799,2024-05-15,TRY,OIS,2D,1D,,
7Y,,0.2776,2024-05-14,TRY,OIS,2D,1D,,
7Y,,0.2769999999999999,2024-05-13,TRY,OIS,2D,1D,,
7Y,,0.2789999999999999,2024-05-10,TRY,OIS,2D,1D,,
7Y,,0.2788,2024-05-09,TRY,OIS,2D,1D,,
7Y,,0.2785,2024-05-08,TRY,OIS,2D,1D,,
7Y,,0.2793,2024-05-07,TRY,OIS,2D,1D,,
7Y,,0.2855,2024-05-03,TRY,OIS,2D,1D,,
7Y,,0.2853,2024-05-02,TRY,OIS,2D,1D,,
7Y,,0.283,2024-05-01,TRY,OIS,2D,1D,,
7Y,,0.2830999999999999,2024-04-30,TRY,OIS,2D,1D,,
7Y,,0.286,2024-04-29,TRY,OIS,2D,1D,,
7Y,,0.2893,2024-04-26,TRY,OIS,2D,1D,,
7Y,,0.2905,2024-04-25,TRY,OIS,2D,1D,,
7Y,,0.294,2024-04-24,TRY,OIS,2D,1D,,
7Y,,0.293,2024-04-23,TRY,OIS,2D,1D,,
7Y,,0.293,2024-04-22,TRY,OIS,2D,1D,,
7Y,,0.2935,2024-04-19,TRY,OIS,2D,1D,,
7Y,,0.2875,2024-04-18,TRY,OIS,2D,1D,,
7Y,,0.2875,2024-04-17,TRY,OIS,2D,1D,,
7Y,,0.2875,2024-04-16,TRY,OIS,2D,1D,,
7Y,,0.2835,2024-04-12,TRY,OIS,2D,1D,,
7Y,,0.2835,2024-04-11,TRY,OIS,2D,1D,,
7Y,,0.2835,2024-04-10,TRY,OIS,2D,1D,,
7Y,,0.2835,2024-04-09,TRY,OIS,2D,1D,,
7Y,,0.2854,2024-04-08,TRY,OIS,2D,1D,,
7Y,,0.283,2024-04-05,TRY,OIS,2D,1D,,
7Y,,0.2802,2024-04-04,TRY,OIS,2D,1D,,
7Y,,0.285,2024-04-03,TRY,OIS,2D,1D,,
7Y,,0.2897,2024-04-02,TRY,OIS,2D,1D,,
7Y,,0.2988,2024-04-01,TRY,OIS,2D,1D,,
7Y,,0.2986,2024-03-29,TRY,OIS,2D,1D,,
7Y,,0.2988,2024-03-28,TRY,OIS,2D,1D,,
7Y,,0.296,2024-03-27,TRY,OIS,2D,1D,,
7Y,,0.2973,2024-03-26,TRY,OIS,2D,1D,,
7Y,,0.2893,2024-03-25,TRY,OIS,2D,1D,,
7Y,,0.291,2024-03-22,TRY,OIS,2D,1D,,
7Y,,0.2978,2024-03-21,TRY,OIS,2D,1D,,
7Y,,0.3131,2024-03-20,TRY,OIS,2D,1D,,
7Y,,0.3131,2024-03-19,TRY,OIS,2D,1D,,
7Y,,0.3125,2024-03-18,TRY,OIS,2D,1D,,
7Y,,0.3155,2024-03-15,TRY,OIS,2D,1D,,
7Y,,0.3166,2024-03-14,TRY,OIS,2D,1D,,
7Y,,0.3166,2024-03-13,TRY,OIS,2D,1D,,
7Y,,0.3132,2024-03-12,TRY,OIS,2D,1D,,
7Y,,0.3125,2024-03-11,TRY,OIS,2D,1D,,
7Y,,0.3137,2024-03-08,TRY,OIS,2D,1D,,
7Y,,0.3107,2024-03-07,TRY,OIS,2D,1D,,
7Y,,0.3172,2024-03-06,TRY,OIS,2D,1D,,
7Y,,0.3078,2024-03-05,TRY,OIS,2D,1D,,
7Y,,0.306,2024-03-04,TRY,OIS,2D,1D,,
7Y,,0.2954,2024-03-01,TRY,OIS,2D,1D,,
7Y,,0.2926,2024-02-29,TRY,OIS,2D,1D,,
7Y,,0.285,2024-02-28,TRY,OIS,2D,1D,,
7Y,,0.2833,2024-02-27,TRY,OIS,2D,1D,,
7Y,,0.28285,2024-02-26,TRY,OIS,2D,1D,,
7Y,,0.2764999999999999,2024-02-23,TRY,OIS,2D,1D,,
7Y,,0.2734,2024-02-22,TRY,OIS,2D,1D,,
7Y,,0.2705,2024-02-21,TRY,OIS,2D,1D,,
7Y,,0.2702,2024-02-20,TRY,OIS,2D,1D,,
7Y,,0.2705,2024-02-19,TRY,OIS,2D,1D,,
7Y,,0.2723,2024-02-16,TRY,OIS,2D,1D,,
7Y,,0.2723,2024-02-15,TRY,OIS,2D,1D,,
7Y,,0.2688,2024-02-14,TRY,OIS,2D,1D,,
7Y,,0.267,2024-02-13,TRY,OIS,2D,1D,,
7Y,,0.2672,2024-02-09,TRY,OIS,2D,1D,,
7Y,,0.2682,2024-02-08,TRY,OIS,2D,1D,,
7Y,,0.2689999999999999,2024-02-07,TRY,OIS,2D,1D,,
7Y,,0.2687,2024-02-06,TRY,OIS,2D,1D,,
7Y,,0.2668,2024-02-05,TRY,OIS,2D,1D,,
7Y,,0.2635,2024-02-02,TRY,OIS,2D,1D,,
7Y,,0.2635,2024-02-01,TRY,OIS,2D,1D,,
7Y,,0.263,2024-01-31,TRY,OIS,2D,1D,,
7Y,,0.2618,2024-01-30,TRY,OIS,2D,1D,,
7Y,,0.2622,2024-01-29,TRY,OIS,2D,1D,,
7Y,,0.2667,2024-01-26,TRY,OIS,2D,1D,,
7Y,,0.2664999999999999,2024-01-25,TRY,OIS,2D,1D,,
7Y,,0.2648,2024-01-24,TRY,OIS,2D,1D,,
7Y,,0.2631,2024-01-23,TRY,OIS,2D,1D,,
7Y,,0.2641,2024-01-22,TRY,OIS,2D,1D,,
7Y,,0.2671,2024-01-19,TRY,OIS,2D,1D,,
7Y,,0.264,2024-01-18,TRY,OIS,2D,1D,,
7Y,,0.271,2024-01-17,TRY,OIS,2D,1D,,
7Y,,0.273,2024-01-16,TRY,OIS,2D,1D,,
7Y,,0.2726,2024-01-15,TRY,OIS,2D,1D,,
7Y,,0.263,2024-01-12,TRY,OIS,2D,1D,,
7Y,,0.2619,2024-01-11,TRY,OIS,2D,1D,,
7Y,,0.2575,2024-01-10,TRY,OIS,2D,1D,,
7Y,,0.2535,2024-01-09,TRY,OIS,2D,1D,,
7Y,,0.2552,2024-01-08,TRY,OIS,2D,1D,,
7Y,,0.2583,2024-01-05,TRY,OIS,2D,1D,,
7Y,,0.25835,2024-01-04,TRY,OIS,2D,1D,,
7Y,,0.2595,2024-01-03,TRY,OIS,2D,1D,,
7Y,,0.257,2024-01-02,TRY,OIS,2D,1D,,
7Y,,0.2504,2023-12-29,TRY,OIS,2D,1D,,
7Y,,0.2506,2023-12-28,TRY,OIS,2D,1D,,
7Y,,0.2448,2023-12-27,TRY,OIS,2D,1D,,
7Y,,0.2448,2023-12-26,TRY,OIS,2D,1D,,
7Y,,0.2448,2023-12-22,TRY,OIS,2D,1D,,
7Y,,0.2466,2023-12-21,TRY,OIS,2D,1D,,
7Y,,0.2445,2023-12-20,TRY,OIS,2D,1D,,
7Y,,0.244,2023-12-19,TRY,OIS,2D,1D,,
7Y,,0.246,2023-12-18,TRY,OIS,2D,1D,,
7Y,,0.2426,2023-12-15,TRY,OIS,2D,1D,,
7Y,,0.2541,2023-12-14,TRY,OIS,2D,1D,,
7Y,,0.2646,2023-12-13,TRY,OIS,2D,1D,,
7Y,,0.2671,2023-12-12,TRY,OIS,2D,1D,,
7Y,,0.2644,2023-12-11,TRY,OIS,2D,1D,,
7Y,,0.2618,2023-12-08,TRY,OIS,2D,1D,,
7Y,,0.2645,2023-12-07,TRY,OIS,2D,1D,,
7Y,,0.259,2023-12-06,TRY,OIS,2D,1D,,
7Y,,0.2742,2023-12-05,TRY,OIS,2D,1D,,
7Y,,0.2773,2023-12-04,TRY,OIS,2D,1D,,
7Y,,0.2829,2023-12-01,TRY,OIS,2D,1D,,
7Y,,0.2862,2023-11-30,TRY,OIS,2D,1D,,
7Y,,0.292,2023-11-29,TRY,OIS,2D,1D,,
7Y,,0.292,2023-11-28,TRY,OIS,2D,1D,,
7Y,,0.296,2023-11-27,TRY,OIS,2D,1D,,
7Y,,0.2984,2023-11-24,TRY,OIS,2D,1D,,
7Y,,0.298,2023-11-23,TRY,OIS,2D,1D,,
7Y,,0.2959,2023-11-22,TRY,OIS,2D,1D,,
7Y,,0.2971,2023-11-21,TRY,OIS,2D,1D,,
7Y,,0.3002,2023-11-20,TRY,OIS,2D,1D,,
7Y,,0.3021,2023-11-17,TRY,OIS,2D,1D,,
7Y,,0.3021,2023-11-16,TRY,OIS,2D,1D,,
7Y,,0.3042,2023-11-15,TRY,OIS,2D,1D,,
7Y,,0.3025,2023-11-14,TRY,OIS,2D,1D,,
7Y,,0.3037,2023-11-13,TRY,OIS,2D,1D,,
7Y,,0.3032,2023-11-10,TRY,OIS,2D,1D,,
7Y,,0.298,2023-11-09,TRY,OIS,2D,1D,,
7Y,,0.295,2023-11-08,TRY,OIS,2D,1D,,
7Y,,0.2968,2023-11-07,TRY,OIS,2D,1D,,
7Y,,0.2955,2023-11-06,TRY,OIS,2D,1D,,
7Y,,0.2908,2023-11-03,TRY,OIS,2D,1D,,
7Y,,0.2905,2023-11-02,TRY,OIS,2D,1D,,
7Y,,0.2879,2023-11-01,TRY,OIS,2D,1D,,
7Y,,0.287,2023-10-31,TRY,OIS,2D,1D,,
7Y,,0.2885,2023-10-30,TRY,OIS,2D,1D,,
7Y,,0.2884,2023-10-27,TRY,OIS,2D,1D,,
7Y,,0.2866,2023-10-26,TRY,OIS,2D,1D,,
7Y,,0.285,2023-10-25,TRY,OIS,2D,1D,,
7Y,,0.2875,2023-10-24,TRY,OIS,2D,1D,,
7Y,,0.28805,2023-10-23,TRY,OIS,2D,1D,,
7Y,,0.286,2023-10-20,TRY,OIS,2D,1D,,
7Y,,0.286,2023-10-19,TRY,OIS,2D,1D,,
7Y,,0.2855,2023-10-18,TRY,OIS,2D,1D,,
7Y,,0.2855,2023-10-17,TRY,OIS,2D,1D,,
7Y,,0.2853,2023-10-16,TRY,OIS,2D,1D,,
7Y,,0.2855,2023-10-13,TRY,OIS,2D,1D,,
7Y,,0.2848,2023-10-12,TRY,OIS,2D,1D,,
7Y,,0.2843,2023-10-11,TRY,OIS,2D,1D,,
7Y,,0.284,2023-10-10,TRY,OIS,2D,1D,,
7Y,,0.2833,2023-10-09,TRY,OIS,2D,1D,,
7Y,,0.2828,2023-10-06,TRY,OIS,2D,1D,,
7Y,,0.283,2023-10-05,TRY,OIS,2D,1D,,
7Y,,0.283,2023-10-04,TRY,OIS,2D,1D,,
7Y,,0.2823,2023-10-03,TRY,OIS,2D,1D,,
7Y,,0.282,2023-10-02,TRY,OIS,2D,1D,,
7Y,,0.2805,2023-09-29,TRY,OIS,2D,1D,,
7Y,,0.2794999999999999,2023-09-28,TRY,OIS,2D,1D,,
7Y,,0.28,2023-09-27,TRY,OIS,2D,1D,,
7Y,,0.28,2023-09-26,TRY,OIS,2D,1D,,
7Y,,0.2794,2023-09-25,TRY,OIS,2D,1D,,
7Y,,0.282,2023-09-22,TRY,OIS,2D,1D,,
7Y,,0.2803,2023-09-21,TRY,OIS,2D,1D,,
7Y,,0.2815,2023-09-20,TRY,OIS,2D,1D,,
7Y,,0.2805,2023-09-19,TRY,OIS,2D,1D,,
7Y,,0.2821,2023-09-18,TRY,OIS,2D,1D,,
7Y,,0.2816,2023-09-15,TRY,OIS,2D,1D,,
7Y,,0.2796,2023-09-14,TRY,OIS,2D,1D,,
7Y,,0.2761,2023-09-13,TRY,OIS,2D,1D,,
7Y,,0.2726,2023-09-12,TRY,OIS,2D,1D,,
7Y,,0.2711,2023-09-11,TRY,OIS,2D,1D,,
7Y,,0.2675,2023-09-08,TRY,OIS,2D,1D,,
7Y,,0.261,2023-09-07,TRY,OIS,2D,1D,,
7Y,,0.2615,2023-09-06,TRY,OIS,2D,1D,,
7Y,,0.259,2023-09-05,TRY,OIS,2D,1D,,
7Y,,0.267,2023-09-04,TRY,OIS,2D,1D,,
7Y,,0.2675,2023-09-01,TRY,OIS,2D,1D,,
7Y,,0.267,2023-08-31,TRY,OIS,2D,1D,,
7Y,,0.271,2023-08-30,TRY,OIS,2D,1D,,
7Y,,0.271,2023-08-29,TRY,OIS,2D,1D,,
7Y,,0.2724,2023-08-25,TRY,OIS,2D,1D,,
7Y,,0.268,2023-08-24,TRY,OIS,2D,1D,,
7Y,,0.2534,2023-08-23,TRY,OIS,2D,1D,,
7Y,,0.2534,2023-08-22,TRY,OIS,2D,1D,,
7Y,,0.2509,2023-08-21,TRY,OIS,2D,1D,,
7Y,,0.2489,2023-08-18,TRY,OIS,2D,1D,,
7Y,,0.2447,2023-08-17,TRY,OIS,2D,1D,,
7Y,,0.2407,2023-08-16,TRY,OIS,2D,1D,,
7Y,,0.2352,2023-08-15,TRY,OIS,2D,1D,,
7Y,,0.235,2023-08-14,TRY,OIS,2D,1D,,
7Y,,0.2362999999999999,2023-08-11,TRY,OIS,2D,1D,,
7Y,,0.238,2023-08-10,TRY,OIS,2D,1D,,
7Y,,0.2362999999999999,2023-08-09,TRY,OIS,2D,1D,,
7Y,,0.2319999999999999,2023-08-08,TRY,OIS,2D,1D,,
7Y,,0.231,2023-08-07,TRY,OIS,2D,1D,,
7Y,,0.2310001,2023-08-04,TRY,OIS,2D,1D,,
7Y,,0.2314999999999999,2023-08-03,TRY,OIS,2D,1D,,
7Y,,0.2294999999999999,2023-08-02,TRY,OIS,2D,1D,,
7Y,,0.2296,2023-08-01,TRY,OIS,2D,1D,,
7Y,,0.2289999999999999,2023-07-31,TRY,OIS,2D,1D,,
