tenor,maturityDate,value,valuationDate,currency,instrument,settlementDate,period,startDate,convexityAdjustment
4Y,,0.291,2023-05-30,TRY,OIS,2D,1D,,
4Y,,0.285,2023-05-26,TRY,OIS,2D,1D,,
4Y,,0.286,2023-05-25,TRY,OIS,2D,1D,,
4Y,,0.284,2023-05-24,TRY,OIS,2D,1D,,
4Y,,0.284,2023-05-23,TRY,OIS,2D,1D,,
4Y,,0.2815,2023-05-22,TRY,OIS,2D,1D,,
4Y,,0.2785,2023-05-18,TRY,OIS,2D,1D,,
4Y,,0.26535,2023-05-17,TRY,OIS,2D,1D,,
4Y,,0.2535,2023-05-16,TRY,OIS,2D,1D,,
4Y,,0.2445,2023-05-15,TRY,OIS,2D,1D,,
4Y,,0.2925,2023-05-12,TRY,OIS,2D,1D,,
4Y,,0.289,2023-05-11,TRY,OIS,2D,1D,,
4Y,,0.2875,2023-05-10,TRY,OIS,2D,1D,,
4Y,,0.288,2023-05-09,TRY,OIS,2D,1D,,
4Y,,0.289,2023-05-05,TRY,OIS,2D,1D,,
4Y,,0.2879,2023-05-04,TRY,OIS,2D,1D,,
4Y,,0.285,2023-05-03,TRY,OIS,2D,1D,,
4Y,,0.2844,2023-05-02,TRY,OIS,2D,1D,,
4Y,,0.2816,2023-04-28,TRY,OIS,2D,1D,,
4Y,,0.2806000999999999,2023-04-27,TRY,OIS,2D,1D,,
4Y,,0.2815,2023-04-26,TRY,OIS,2D,1D,,
4Y,,0.2789999999999999,2023-04-25,TRY,OIS,2D,1D,,
4Y,,0.2764999999999999,2023-04-21,TRY,OIS,2D,1D,,
4Y,,0.2764999999999999,2023-04-20,TRY,OIS,2D,1D,,
4Y,,0.276,2023-04-19,TRY,OIS,2D,1D,,
4Y,,0.276,2023-04-18,TRY,OIS,2D,1D,,
4Y,,0.2755,2023-04-17,TRY,OIS,2D,1D,,
4Y,,0.2739999999999999,2023-04-14,TRY,OIS,2D,1D,,
4Y,,0.2755,2023-04-13,TRY,OIS,2D,1D,,
4Y,,0.2775,2023-04-12,TRY,OIS,2D,1D,,
4Y,,0.2744999999999999,2023-04-11,TRY,OIS,2D,1D,,
4Y,,0.2719001,2023-04-10,TRY,OIS,2D,1D,,
4Y,,0.275,2023-04-07,TRY,OIS,2D,1D,,
4Y,,0.275,2023-04-06,TRY,OIS,2D,1D,,
4Y,,0.2567199,2023-04-05,TRY,OIS,2D,1D,,
4Y,,0.2565699,2023-04-04,TRY,OIS,2D,1D,,
4Y,,0.2564999,2023-04-03,TRY,OIS,2D,1D,,
4Y,,0.2564949,2023-03-31,TRY,OIS,2D,1D,,
4Y,,0.2669,2023-03-30,TRY,OIS,2D,1D,,
4Y,,0.2671,2023-03-29,TRY,OIS,2D,1D,,
4Y,,0.25654,2023-03-28,TRY,OIS,2D,1D,,
4Y,,0.2565,2023-03-27,TRY,OIS,2D,1D,,
4Y,,0.2564999,2023-03-24,TRY,OIS,2D,1D,,
4Y,,0.25668,2023-03-23,TRY,OIS,2D,1D,,
4Y,,0.2565,2023-03-22,TRY,OIS,2D,1D,,
4Y,,0.24703,2023-03-21,TRY,OIS,2D,1D,,
4Y,,0.2469999,2023-03-20,TRY,OIS,2D,1D,,
4Y,,0.2469999,2023-03-17,TRY,OIS,2D,1D,,
4Y,,0.2471499,2023-03-16,TRY,OIS,2D,1D,,
4Y,,0.2446,2023-03-15,TRY,OIS,2D,1D,,
4Y,,0.24203,2023-03-14,TRY,OIS,2D,1D,,
4Y,,0.238,2023-03-13,TRY,OIS,2D,1D,,
4Y,,0.2369998999999999,2023-03-10,TRY,OIS,2D,1D,,
4Y,,0.2293,2023-03-09,TRY,OIS,2D,1D,,
4Y,,0.2235,2023-03-08,TRY,OIS,2D,1D,,
4Y,,0.2213,2023-03-07,TRY,OIS,2D,1D,,
4Y,,0.2195599,2023-03-06,TRY,OIS,2D,1D,,
4Y,,0.2195,2023-03-03,TRY,OIS,2D,1D,,
4Y,,0.2210799,2023-03-02,TRY,OIS,2D,1D,,
4Y,,0.2225,2023-03-01,TRY,OIS,2D,1D,,
4Y,,0.2210098999999999,2023-02-28,TRY,OIS,2D,1D,,
4Y,,0.221,2023-02-27,TRY,OIS,2D,1D,,
4Y,,0.2195,2023-02-24,TRY,OIS,2D,1D,,
4Y,,0.2155199,2023-02-23,TRY,OIS,2D,1D,,
4Y,,0.2160099,2023-02-22,TRY,OIS,2D,1D,,
4Y,,0.21501,2023-02-21,TRY,OIS,2D,1D,,
4Y,,0.2155,2023-02-20,TRY,OIS,2D,1D,,
4Y,,0.2158,2023-02-17,TRY,OIS,2D,1D,,
4Y,,0.2165599999999999,2023-02-16,TRY,OIS,2D,1D,,
4Y,,0.2189999999999999,2023-02-15,TRY,OIS,2D,1D,,
4Y,,0.2165099,2023-02-14,TRY,OIS,2D,1D,,
4Y,,0.2185298999999999,2023-02-13,TRY,OIS,2D,1D,,
4Y,,0.2189999,2023-02-10,TRY,OIS,2D,1D,,
4Y,,0.2240599999999999,2023-02-09,TRY,OIS,2D,1D,,
4Y,,0.2240099,2023-02-08,TRY,OIS,2D,1D,,
4Y,,0.2269999999999999,2023-02-07,TRY,OIS,2D,1D,,
4Y,,0.228,2023-02-06,TRY,OIS,2D,1D,,
4Y,,0.2269999,2023-02-03,TRY,OIS,2D,1D,,
4Y,,0.2314999999999999,2023-02-02,TRY,OIS,2D,1D,,
4Y,,0.2365,2023-02-01,TRY,OIS,2D,1D,,
4Y,,0.2370198999999999,2023-01-31,TRY,OIS,2D,1D,,
4Y,,0.2386599,2023-01-30,TRY,OIS,2D,1D,,
4Y,,0.2385,2023-01-27,TRY,OIS,2D,1D,,
4Y,,0.2385299,2023-01-26,TRY,OIS,2D,1D,,
4Y,,0.23852,2023-01-25,TRY,OIS,2D,1D,,
4Y,,0.23852,2023-01-24,TRY,OIS,2D,1D,,
4Y,,0.2394999,2023-01-23,TRY,OIS,2D,1D,,
4Y,,0.239,2023-01-20,TRY,OIS,2D,1D,,
4Y,,0.2380999,2023-01-19,TRY,OIS,2D,1D,,
4Y,,0.2380199,2023-01-18,TRY,OIS,2D,1D,,
4Y,,0.2370099,2023-01-17,TRY,OIS,2D,1D,,
4Y,,0.238,2023-01-16,TRY,OIS,2D,1D,,
4Y,,0.2396,2023-01-13,TRY,OIS,2D,1D,,
4Y,,0.2381199,2023-01-12,TRY,OIS,2D,1D,,
4Y,,0.2390199,2023-01-11,TRY,OIS,2D,1D,,
4Y,,0.2435099,2023-01-10,TRY,OIS,2D,1D,,
4Y,,0.24751,2023-01-09,TRY,OIS,2D,1D,,
4Y,,0.25196,2023-01-06,TRY,OIS,2D,1D,,
4Y,,0.2491,2023-01-05,TRY,OIS,2D,1D,,
4Y,,0.2523999999999999,2023-01-04,TRY,OIS,2D,1D,,
4Y,,0.25403,2023-01-03,TRY,OIS,2D,1D,,
4Y,,0.2530098,2023-01-02,TRY,OIS,2D,1D,,
4Y,,0.253,2022-12-30,TRY,OIS,2D,1D,,
4Y,,0.2528,2022-12-29,TRY,OIS,2D,1D,,
4Y,,0.254,2022-12-28,TRY,OIS,2D,1D,,
4Y,,0.2500199,2022-12-27,TRY,OIS,2D,1D,,
4Y,,0.2500199,2022-12-26,TRY,OIS,2D,1D,,
4Y,,0.25,2022-12-23,TRY,OIS,2D,1D,,
4Y,,0.25007,2022-12-22,TRY,OIS,2D,1D,,
4Y,,0.2500199,2022-12-21,TRY,OIS,2D,1D,,
4Y,,0.2495197999999999,2022-12-20,TRY,OIS,2D,1D,,
4Y,,0.24852,2022-12-19,TRY,OIS,2D,1D,,
4Y,,0.2484399,2022-12-16,TRY,OIS,2D,1D,,
4Y,,0.2485998999999999,2022-12-15,TRY,OIS,2D,1D,,
4Y,,0.2475,2022-12-14,TRY,OIS,2D,1D,,
4Y,,0.2435299,2022-12-13,TRY,OIS,2D,1D,,
4Y,,0.2435,2022-12-12,TRY,OIS,2D,1D,,
4Y,,0.24352,2022-12-09,TRY,OIS,2D,1D,,
4Y,,0.24328,2022-12-08,TRY,OIS,2D,1D,,
4Y,,0.2434899,2022-12-07,TRY,OIS,2D,1D,,
4Y,,0.2438299,2022-12-06,TRY,OIS,2D,1D,,
4Y,,0.2405,2022-12-05,TRY,OIS,2D,1D,,
4Y,,0.2395498999999999,2022-12-02,TRY,OIS,2D,1D,,
4Y,,0.24106,2022-12-01,TRY,OIS,2D,1D,,
4Y,,0.2409899,2022-11-30,TRY,OIS,2D,1D,,
4Y,,0.2411199,2022-11-29,TRY,OIS,2D,1D,,
4Y,,0.241015,2022-11-28,TRY,OIS,2D,1D,,
4Y,,0.2409948999999999,2022-11-25,TRY,OIS,2D,1D,,
4Y,,0.2410799,2022-11-24,TRY,OIS,2D,1D,,
4Y,,0.239,2022-11-23,TRY,OIS,2D,1D,,
4Y,,0.2410299,2022-11-22,TRY,OIS,2D,1D,,
4Y,,0.2370099,2022-11-21,TRY,OIS,2D,1D,,
4Y,,0.2370399,2022-11-18,TRY,OIS,2D,1D,,
4Y,,0.23706,2022-11-17,TRY,OIS,2D,1D,,
4Y,,0.2343199999999999,2022-11-16,TRY,OIS,2D,1D,,
4Y,,0.2335099,2022-11-15,TRY,OIS,2D,1D,,
4Y,,0.2335099,2022-11-14,TRY,OIS,2D,1D,,
4Y,,0.2332998999999999,2022-11-11,TRY,OIS,2D,1D,,
4Y,,0.2405499,2022-11-10,TRY,OIS,2D,1D,,
4Y,,0.2404898,2022-11-09,TRY,OIS,2D,1D,,
4Y,,0.2424898999999999,2022-11-08,TRY,OIS,2D,1D,,
4Y,,0.2470199,2022-11-07,TRY,OIS,2D,1D,,
4Y,,0.2490899,2022-11-04,TRY,OIS,2D,1D,,
4Y,,0.2515499,2022-11-03,TRY,OIS,2D,1D,,
4Y,,0.25401,2022-11-02,TRY,OIS,2D,1D,,
4Y,,0.2525599,2022-11-01,TRY,OIS,2D,1D,,
4Y,,0.2534,2022-10-31,TRY,OIS,2D,1D,,
4Y,,0.2526199,2022-10-28,TRY,OIS,2D,1D,,
4Y,,0.2524999,2022-10-27,TRY,OIS,2D,1D,,
4Y,,0.252,2022-10-26,TRY,OIS,2D,1D,,
4Y,,0.25,2022-10-25,TRY,OIS,2D,1D,,
4Y,,0.2485,2022-10-24,TRY,OIS,2D,1D,,
4Y,,0.2488,2022-10-21,TRY,OIS,2D,1D,,
4Y,,0.2507999999999999,2022-10-20,TRY,OIS,2D,1D,,
4Y,,0.263,2022-10-19,TRY,OIS,2D,1D,,
4Y,,0.2644,2022-10-18,TRY,OIS,2D,1D,,
4Y,,0.2709,2022-10-17,TRY,OIS,2D,1D,,
4Y,,0.273,2022-10-14,TRY,OIS,2D,1D,,
4Y,,0.2742,2022-10-13,TRY,OIS,2D,1D,,
4Y,,0.2727999,2022-10-12,TRY,OIS,2D,1D,,
4Y,,0.2728,2022-10-11,TRY,OIS,2D,1D,,
4Y,,0.2714999999999999,2022-10-10,TRY,OIS,2D,1D,,
4Y,,0.2725,2022-10-07,TRY,OIS,2D,1D,,
4Y,,0.2713,2022-10-06,TRY,OIS,2D,1D,,
4Y,,0.2769999999999999,2022-10-05,TRY,OIS,2D,1D,,
4Y,,0.2713,2022-10-04,TRY,OIS,2D,1D,,
4Y,,0.2738,2022-10-03,TRY,OIS,2D,1D,,
4Y,,0.2678,2022-09-30,TRY,OIS,2D,1D,,
4Y,,0.2696,2022-09-29,TRY,OIS,2D,1D,,
4Y,,0.2738,2022-09-28,TRY,OIS,2D,1D,,
4Y,,0.2664,2022-09-27,TRY,OIS,2D,1D,,
4Y,,0.264,2022-09-26,TRY,OIS,2D,1D,,
4Y,,0.2542999999999999,2022-09-23,TRY,OIS,2D,1D,,
4Y,,0.2534,2022-09-22,TRY,OIS,2D,1D,,
4Y,,0.2535,2022-09-21,TRY,OIS,2D,1D,,
4Y,,0.2535,2022-09-20,TRY,OIS,2D,1D,,
4Y,,0.2567,2022-09-16,TRY,OIS,2D,1D,,
4Y,,0.2615,2022-09-15,TRY,OIS,2D,1D,,
4Y,,0.2615,2022-09-14,TRY,OIS,2D,1D,,
4Y,,0.2625,2022-09-13,TRY,OIS,2D,1D,,
4Y,,0.2689999999999999,2022-09-12,TRY,OIS,2D,1D,,
4Y,,0.27,2022-09-09,TRY,OIS,2D,1D,,
4Y,,0.2712,2022-09-08,TRY,OIS,2D,1D,,
4Y,,0.2819,2022-09-07,TRY,OIS,2D,1D,,
4Y,,0.288,2022-09-06,TRY,OIS,2D,1D,,
4Y,,0.2905,2022-09-05,TRY,OIS,2D,1D,,
4Y,,0.2915,2022-09-02,TRY,OIS,2D,1D,,
4Y,,0.292,2022-09-01,TRY,OIS,2D,1D,,
4Y,,0.2903,2022-08-31,TRY,OIS,2D,1D,,
4Y,,0.2924,2022-08-30,TRY,OIS,2D,1D,,
4Y,,0.2925,2022-08-26,TRY,OIS,2D,1D,,
4Y,,0.2918,2022-08-25,TRY,OIS,2D,1D,,
4Y,,0.3094,2022-08-24,TRY,OIS,2D,1D,,
4Y,,0.3215,2022-08-23,TRY,OIS,2D,1D,,
4Y,,0.324,2022-08-22,TRY,OIS,2D,1D,,
4Y,,0.3265,2022-08-19,TRY,OIS,2D,1D,,
4Y,,0.3278999999999999,2022-08-18,TRY,OIS,2D,1D,,
4Y,,0.326,2022-08-17,TRY,OIS,2D,1D,,
4Y,,0.327,2022-08-16,TRY,OIS,2D,1D,,
4Y,,0.3297,2022-08-12,TRY,OIS,2D,1D,,
4Y,,0.3352,2022-08-11,TRY,OIS,2D,1D,,
4Y,,0.3453001,2022-08-10,TRY,OIS,2D,1D,,
4Y,,0.3533,2022-08-09,TRY,OIS,2D,1D,,
4Y,,0.353,2022-08-05,TRY,OIS,2D,1D,,
4Y,,0.3485,2022-08-04,TRY,OIS,2D,1D,,
4Y,,0.3550999999999999,2022-08-03,TRY,OIS,2D,1D,,
4Y,,0.3571,2022-08-02,TRY,OIS,2D,1D,,
4Y,,0.3571,2022-08-01,TRY,OIS,2D,1D,,
4Y,,0.3571,2022-07-29,TRY,OIS,2D,1D,,
4Y,,0.3595,2022-07-28,TRY,OIS,2D,1D,,
4Y,,0.3583001,2022-07-27,TRY,OIS,2D,1D,,
4Y,,0.3586,2022-07-26,TRY,OIS,2D,1D,,
4Y,,0.3546,2022-07-25,TRY,OIS,2D,1D,,
4Y,,0.3507,2022-07-22,TRY,OIS,2D,1D,,
4Y,,0.3505,2022-07-21,TRY,OIS,2D,1D,,
4Y,,0.3501001,2022-07-20,TRY,OIS,2D,1D,,
4Y,,0.3505,2022-07-19,TRY,OIS,2D,1D,,
4Y,,0.3459998999999999,2022-07-18,TRY,OIS,2D,1D,,
4Y,,0.3434,2022-07-15,TRY,OIS,2D,1D,,
4Y,,0.3455,2022-07-14,TRY,OIS,2D,1D,,
4Y,,0.3434,2022-07-13,TRY,OIS,2D,1D,,
4Y,,0.3414999999999999,2022-07-12,TRY,OIS,2D,1D,,
4Y,,0.3415001,2022-07-08,TRY,OIS,2D,1D,,
4Y,,0.3424001,2022-07-07,TRY,OIS,2D,1D,,
4Y,,0.3404999999999999,2022-07-06,TRY,OIS,2D,1D,,
4Y,,0.3404999999999999,2022-07-05,TRY,OIS,2D,1D,,
4Y,,0.33615,2022-07-01,TRY,OIS,2D,1D,,
4Y,,0.332,2022-06-30,TRY,OIS,2D,1D,,
4Y,,0.3365001,2022-06-29,TRY,OIS,2D,1D,,
4Y,,0.3364999999999999,2022-06-28,TRY,OIS,2D,1D,,
4Y,,0.3379999999999999,2022-06-27,TRY,OIS,2D,1D,,
4Y,,0.3386,2022-06-24,TRY,OIS,2D,1D,,
4Y,,0.3411999999999999,2022-06-23,TRY,OIS,2D,1D,,
4Y,,0.349,2022-06-22,TRY,OIS,2D,1D,,
4Y,,0.356,2022-06-21,TRY,OIS,2D,1D,,
4Y,,0.3375,2022-06-20,TRY,OIS,2D,1D,,
4Y,,0.3465,2022-06-17,TRY,OIS,2D,1D,,
4Y,,0.3515999999999999,2022-06-16,TRY,OIS,2D,1D,,
4Y,,0.3545,2022-06-15,TRY,OIS,2D,1D,,
4Y,,0.3581001,2022-06-14,TRY,OIS,2D,1D,,
4Y,,0.363,2022-06-13,TRY,OIS,2D,1D,,
4Y,,0.3337,2022-06-10,TRY,OIS,2D,1D,,
4Y,,0.3279999999999999,2022-06-08,TRY,OIS,2D,1D,,
4Y,,0.3147001,2022-06-07,TRY,OIS,2D,1D,,
4Y,,0.3102,2022-06-06,TRY,OIS,2D,1D,,
4Y,,0.3094,2022-06-03,TRY,OIS,2D,1D,,
4Y,,0.3094,2022-06-02,TRY,OIS,2D,1D,,
4Y,,0.3076,2022-06-01,TRY,OIS,2D,1D,,
4Y,,0.3065,2022-05-31,TRY,OIS,2D,1D,,
4Y,,0.3045,2022-05-27,TRY,OIS,2D,1D,,
4Y,,0.3047501,2022-05-26,TRY,OIS,2D,1D,,
4Y,,0.312,2022-05-25,TRY,OIS,2D,1D,,
4Y,,0.3082999999999999,2022-05-24,TRY,OIS,2D,1D,,
4Y,,0.3032999999999999,2022-05-23,TRY,OIS,2D,1D,,
4Y,,0.3086,2022-05-20,TRY,OIS,2D,1D,,
4Y,,0.3075,2022-05-19,TRY,OIS,2D,1D,,
4Y,,0.3137999999999999,2022-05-18,TRY,OIS,2D,1D,,
4Y,,0.3184,2022-05-17,TRY,OIS,2D,1D,,
4Y,,0.3025,2022-05-16,TRY,OIS,2D,1D,,
4Y,,0.3014001,2022-05-13,TRY,OIS,2D,1D,,
4Y,,0.2965,2022-05-12,TRY,OIS,2D,1D,,
4Y,,0.295,2022-05-11,TRY,OIS,2D,1D,,
4Y,,0.2884,2022-05-10,TRY,OIS,2D,1D,,
4Y,,0.2769999999999999,2022-05-09,TRY,OIS,2D,1D,,
4Y,,0.2692,2022-05-06,TRY,OIS,2D,1D,,
4Y,,0.264,2022-05-05,TRY,OIS,2D,1D,,
4Y,,0.262,2022-05-04,TRY,OIS,2D,1D,,
4Y,,0.262,2022-05-03,TRY,OIS,2D,1D,,
4Y,,0.262,2022-05-02,TRY,OIS,2D,1D,,
4Y,,0.2619,2022-04-29,TRY,OIS,2D,1D,,
4Y,,0.2623999999999999,2022-04-28,TRY,OIS,2D,1D,,
4Y,,0.26215,2022-04-27,TRY,OIS,2D,1D,,
4Y,,0.2605,2022-04-26,TRY,OIS,2D,1D,,
4Y,,0.2565,2022-04-25,TRY,OIS,2D,1D,,
4Y,,0.2578,2022-04-22,TRY,OIS,2D,1D,,
4Y,,0.2573001,2022-04-21,TRY,OIS,2D,1D,,
4Y,,0.2565,2022-04-20,TRY,OIS,2D,1D,,
4Y,,0.257,2022-04-19,TRY,OIS,2D,1D,,
4Y,,0.2595,2022-04-18,TRY,OIS,2D,1D,,
4Y,,0.2579,2022-04-15,TRY,OIS,2D,1D,,
4Y,,0.2585,2022-04-14,TRY,OIS,2D,1D,,
4Y,,0.257,2022-04-13,TRY,OIS,2D,1D,,
4Y,,0.2537,2022-04-12,TRY,OIS,2D,1D,,
4Y,,0.2635,2022-04-11,TRY,OIS,2D,1D,,
4Y,,0.2664999999999999,2022-04-08,TRY,OIS,2D,1D,,
4Y,,0.2676,2022-04-07,TRY,OIS,2D,1D,,
4Y,,0.2665001,2022-04-06,TRY,OIS,2D,1D,,
4Y,,0.2611,2022-04-05,TRY,OIS,2D,1D,,
4Y,,0.2613,2022-04-04,TRY,OIS,2D,1D,,
4Y,,0.261,2022-04-01,TRY,OIS,2D,1D,,
4Y,,0.2575,2022-03-31,TRY,OIS,2D,1D,,
4Y,,0.2573999999999999,2022-03-30,TRY,OIS,2D,1D,,
4Y,,0.257,2022-03-29,TRY,OIS,2D,1D,,
4Y,,0.263,2022-03-28,TRY,OIS,2D,1D,,
4Y,,0.265,2022-03-25,TRY,OIS,2D,1D,,
4Y,,0.2662,2022-03-24,TRY,OIS,2D,1D,,
4Y,,0.2564,2022-03-23,TRY,OIS,2D,1D,,
4Y,,0.2495,2022-03-22,TRY,OIS,2D,1D,,
4Y,,0.244,2022-03-21,TRY,OIS,2D,1D,,
4Y,,0.2415,2022-03-18,TRY,OIS,2D,1D,,
4Y,,0.25,2022-03-17,TRY,OIS,2D,1D,,
4Y,,0.256,2022-03-16,TRY,OIS,2D,1D,,
4Y,,0.26,2022-03-15,TRY,OIS,2D,1D,,
4Y,,0.2622,2022-03-14,TRY,OIS,2D,1D,,
4Y,,0.261,2022-03-11,TRY,OIS,2D,1D,,
4Y,,0.2635,2022-03-10,TRY,OIS,2D,1D,,
4Y,,0.2584,2022-03-09,TRY,OIS,2D,1D,,
4Y,,0.2582,2022-03-08,TRY,OIS,2D,1D,,
4Y,,0.2545,2022-03-07,TRY,OIS,2D,1D,,
4Y,,0.25,2022-03-04,TRY,OIS,2D,1D,,
4Y,,0.2425,2022-03-03,TRY,OIS,2D,1D,,
4Y,,0.245,2022-03-02,TRY,OIS,2D,1D,,
4Y,,0.2361499999999999,2022-03-01,TRY,OIS,2D,1D,,
4Y,,0.2382,2022-02-28,TRY,OIS,2D,1D,,
4Y,,0.2289,2022-02-25,TRY,OIS,2D,1D,,
4Y,,0.2398,2022-02-24,TRY,OIS,2D,1D,,
4Y,,0.2235,2022-02-23,TRY,OIS,2D,1D,,
4Y,,0.2195,2022-02-22,TRY,OIS,2D,1D,,
4Y,,0.2158,2022-02-21,TRY,OIS,2D,1D,,
4Y,,0.2158,2022-02-18,TRY,OIS,2D,1D,,
4Y,,0.2167,2022-02-17,TRY,OIS,2D,1D,,
4Y,,0.2167,2022-02-16,TRY,OIS,2D,1D,,
4Y,,0.2151,2022-02-15,TRY,OIS,2D,1D,,
4Y,,0.2189999999999999,2022-02-14,TRY,OIS,2D,1D,,
4Y,,0.2226,2022-02-11,TRY,OIS,2D,1D,,
4Y,,0.226,2022-02-10,TRY,OIS,2D,1D,,
4Y,,0.2263,2022-02-09,TRY,OIS,2D,1D,,
4Y,,0.2269999999999999,2022-02-08,TRY,OIS,2D,1D,,
4Y,,0.2269,2022-02-07,TRY,OIS,2D,1D,,
4Y,,0.2255,2022-02-04,TRY,OIS,2D,1D,,
4Y,,0.2282,2022-02-03,TRY,OIS,2D,1D,,
4Y,,0.226,2022-02-02,TRY,OIS,2D,1D,,
4Y,,0.2282,2022-02-01,TRY,OIS,2D,1D,,
4Y,,0.2385,2022-01-31,TRY,OIS,2D,1D,,
4Y,,0.2425,2022-01-28,TRY,OIS,2D,1D,,
4Y,,0.2438,2022-01-27,TRY,OIS,2D,1D,,
4Y,,0.2426,2022-01-26,TRY,OIS,2D,1D,,
4Y,,0.2419,2022-01-25,TRY,OIS,2D,1D,,
4Y,,0.2405,2022-01-24,TRY,OIS,2D,1D,,
4Y,,0.244,2022-01-21,TRY,OIS,2D,1D,,
4Y,,0.248,2022-01-20,TRY,OIS,2D,1D,,
4Y,,0.2535,2022-01-19,TRY,OIS,2D,1D,,
4Y,,0.2557,2022-01-18,TRY,OIS,2D,1D,,
4Y,,0.2547,2022-01-17,TRY,OIS,2D,1D,,
4Y,,0.25645,2022-01-14,TRY,OIS,2D,1D,,
4Y,,0.25875,2022-01-13,TRY,OIS,2D,1D,,
4Y,,0.2592001,2022-01-12,TRY,OIS,2D,1D,,
4Y,,0.2634,2022-01-11,TRY,OIS,2D,1D,,
4Y,,0.27,2022-01-10,TRY,OIS,2D,1D,,
4Y,,0.2683,2022-01-07,TRY,OIS,2D,1D,,
4Y,,0.2583,2022-01-06,TRY,OIS,2D,1D,,
4Y,,0.248,2022-01-05,TRY,OIS,2D,1D,,
4Y,,0.246,2022-01-04,TRY,OIS,2D,1D,,
4Y,,0.2435,2022-01-03,TRY,OIS,2D,1D,,
4Y,,0.2439,2021-12-31,TRY,OIS,2D,1D,,
4Y,,0.2444001,2021-12-30,TRY,OIS,2D,1D,,
4Y,,0.2435,2021-12-29,TRY,OIS,2D,1D,,
4Y,,0.2428,2021-12-28,TRY,OIS,2D,1D,,
4Y,,0.243,2021-12-27,TRY,OIS,2D,1D,,
4Y,,0.2435999999999999,2021-12-24,TRY,OIS,2D,1D,,
4Y,,0.2428001,2021-12-23,TRY,OIS,2D,1D,,
4Y,,0.246,2021-12-22,TRY,OIS,2D,1D,,
4Y,,0.2577,2021-12-21,TRY,OIS,2D,1D,,
4Y,,0.2673999999999999,2021-12-20,TRY,OIS,2D,1D,,
4Y,,0.2475,2021-12-17,TRY,OIS,2D,1D,,
4Y,,0.2348,2021-12-16,TRY,OIS,2D,1D,,
4Y,,0.2306,2021-12-15,TRY,OIS,2D,1D,,
4Y,,0.23,2021-12-14,TRY,OIS,2D,1D,,
4Y,,0.2288,2021-12-13,TRY,OIS,2D,1D,,
4Y,,0.2207,2021-12-10,TRY,OIS,2D,1D,,
4Y,,0.22,2021-12-09,TRY,OIS,2D,1D,,
4Y,,0.2188,2021-12-08,TRY,OIS,2D,1D,,
4Y,,0.2175,2021-12-07,TRY,OIS,2D,1D,,
4Y,,0.2213,2021-12-06,TRY,OIS,2D,1D,,
4Y,,0.2232,2021-12-03,TRY,OIS,2D,1D,,
4Y,,0.2191,2021-12-02,TRY,OIS,2D,1D,,
4Y,,0.2181,2021-12-01,TRY,OIS,2D,1D,,
4Y,,0.213,2021-11-30,TRY,OIS,2D,1D,,
4Y,,0.2110999999999999,2021-11-29,TRY,OIS,2D,1D,,
4Y,,0.2116,2021-11-26,TRY,OIS,2D,1D,,
4Y,,0.212,2021-11-25,TRY,OIS,2D,1D,,
4Y,,0.2115,2021-11-24,TRY,OIS,2D,1D,,
4Y,,0.2130999999999999,2021-11-23,TRY,OIS,2D,1D,,
4Y,,0.1991,2021-11-22,TRY,OIS,2D,1D,,
4Y,,0.1946,2021-11-19,TRY,OIS,2D,1D,,
4Y,,0.1893,2021-11-18,TRY,OIS,2D,1D,,
4Y,,0.1858,2021-11-17,TRY,OIS,2D,1D,,
4Y,,0.185,2021-11-16,TRY,OIS,2D,1D,,
4Y,,0.1815,2021-11-15,TRY,OIS,2D,1D,,
4Y,,0.1795,2021-11-12,TRY,OIS,2D,1D,,
4Y,,0.1805999999999999,2021-11-11,TRY,OIS,2D,1D,,
4Y,,0.1783001,2021-11-10,TRY,OIS,2D,1D,,
4Y,,0.1759,2021-11-09,TRY,OIS,2D,1D,,
4Y,,0.1787,2021-11-08,TRY,OIS,2D,1D,,
4Y,,0.1810999999999999,2021-11-05,TRY,OIS,2D,1D,,
4Y,,0.1822,2021-11-04,TRY,OIS,2D,1D,,
4Y,,0.1841,2021-11-03,TRY,OIS,2D,1D,,
4Y,,0.1848,2021-11-02,TRY,OIS,2D,1D,,
4Y,,0.185,2021-11-01,TRY,OIS,2D,1D,,
4Y,,0.187,2021-10-29,TRY,OIS,2D,1D,,
4Y,,0.187,2021-10-28,TRY,OIS,2D,1D,,
4Y,,0.1869,2021-10-27,TRY,OIS,2D,1D,,
4Y,,0.1881,2021-10-26,TRY,OIS,2D,1D,,
4Y,,0.1873999999999999,2021-10-25,TRY,OIS,2D,1D,,
4Y,,0.191,2021-10-22,TRY,OIS,2D,1D,,
4Y,,0.1889999999999999,2021-10-21,TRY,OIS,2D,1D,,
4Y,,0.1853999999999999,2021-10-20,TRY,OIS,2D,1D,,
4Y,,0.1876001,2021-10-19,TRY,OIS,2D,1D,,
4Y,,0.1889999999999999,2021-10-18,TRY,OIS,2D,1D,,
4Y,,0.1865,2021-10-15,TRY,OIS,2D,1D,,
4Y,,0.1861,2021-10-14,TRY,OIS,2D,1D,,
4Y,,0.1823998999999999,2021-10-13,TRY,OIS,2D,1D,,
4Y,,0.1807,2021-10-12,TRY,OIS,2D,1D,,
4Y,,0.179,2021-10-11,TRY,OIS,2D,1D,,
4Y,,0.1791,2021-10-08,TRY,OIS,2D,1D,,
